,Response Time,Availability,Throughput,Successability,Reliability,Compilance,Best Practices,Latency,Documentaion,WsRF,Class,Name,WSDL
179,1653.0,100,4.6,67,51.4,78,84,1609.0,93,68,3,LondonGoldAndSilverFix,http://www.webservicex.net/LondonGoldFix.asmx?wsdl
180,1226.0,100,3.2,71,53.3,78,84,1181.0,90,68,3,EMBLNucleotideSequenceWebService,http://www.webservicex.com/EMBLNucleotideSequenceWebService.asmx?wsdl
181,530.37,100,1.5,93,13.0,78,82,126.54,89,68,3,USHolidayDates,http://www.holidaywebservice.com/Holidays/US/Dates/USHolidayDates.asmx?wsdl
182,574.88,97,1.9,90,42.6,78,69,541.38,95,67,3,XigniteInsider,http://www.xignite.com/xInsider.asmx?wsdl
183,146.0,100,2.5,67,63.3,78,84,145.0,39,67,3,TranslateService,http://www.webservicex.com/TranslateService.asmx?wsdl
184,208.5,100,0.7,78,63.2,78,84,101.0,34,67,3,airport,http://www.webservicex.com/airport.asmx?wsdl
185,383.95,100,2.4,92,29.4,78,74,370.25,90,67,3,XigniteHistorical,http://www.xignite.com/xHistorical.asmx?wsdl
186,1075.33,100,1.2,75,50.0,78,84,1014.0,92,67,3,HCPCS,http://www.webservicex.com/hcpcs.asmx?wsdl
187,172.0,100,2.4,71,66.5,78,84,171.0,39,67,3,GeoIPService,http://www.webservicex.com/geoipservice.asmx?wsdl
188,157.5,86,12.2,71,69.7,89,84,153.5,2,67,3,EmailSignupService,http://www.selectrucks.com/EmailSignupService.asmx?wsdl
189,437.62,70,1.0,49,68.4,78,69,64.05,93,67,3,PhoneNotify,http://ws.cdyne.com/NotifyWS/phonenotify.asmx?wsdl
190,130.0,83,10.0,50,80.7,89,82,124.0,12,67,3,QueryWebserviceService,http://www.geocodeamerica.com/query_webservice/service.wsdl
191,114.73,59,10.7,56,94.4,89,84,111.5,4,67,3,BioPluginService,http://www.complysoft.com/bioplugin.asmx?wsdl
192,631.0,100,10.0,67,77.1,78,84,531.0,36,67,3,QuoteofTheDay,http://www.swanandmokashi.com/HomePage/WebServices/QuoteOfTheDay.asmx?wsdl
193,403.66,100,5.7,90,19.5,78,74,402.73,89,67,3,XigniteFunds,http://www.xignite.com/xFunds.asmx?wsdl
194,498.2,93,5.8,80,23.9,78,80,381.1,96,67,3,TranspDemoWS,http://transportal.russia.webmatrixhosting.net/WebServices/TranspDemoWS.asmx?wsdl
195,999.71,99,0.8,94,38.5,78,74,837.41,93,67,3,XigniteQuotes,http://www.xignite.com/xQuotes.asmx?wsdl
196,1709.933,100,0.6,75,52.2,78,80,1708.033,95,67,3,GenericNAICS,http://www.webservicex.net/GenericNAICS.asmx?wsdl
197,152.0,83,12.4,33,97.7,78,93,146.0,10,67,3,ActOperacReaV1Service,https://www3.aeat.es/ADUA/internet/es/aeat/dit/adu/reaimp/ActOperacReaV1.wsdl
198,181.0,83,18.1,50,71.4,89,84,179.0,7,67,3,huzipService,http://www.c6.hu/ws/huzip.wsdl
199,116.75,57,2.7,44,74.2,100,75,116.0,59,66,3,Shopping,http://developer.ebay.com/webservices/latest/ShoppingService.wsdl
200,65.34,40,2.1,14,87.5,78,78,63.56,60,66,3,replicaCatalogService,http://lqcd.jlab.org/wsdl/replica.wsdl
201,308.0,100,4.2,82,90.3,78,86,305.69,8,66,3,SoapServer,http://telemed.vetpacs.com/soap3/soapserver.wsdl
202,427.91,100,3.8,88,19.6,78,77,425.73,89,66,3,XigniteReleases,http://www.xignite.com/xreleases.asmx?wsdl
203,409.0,100,8.2,67,67.6,78,84,409.0,39,66,3,StockQuote,http://www.webservicex.com/stockquote.asmx?wsdl
204,437.4,100,1.4,90,20.0,78,74,432.6,96,66,3,XigniteVWAP,http://www.xignite.com/xVWAP.asmx?wsdl
205,553.65,100,1.1,93,26.2,78,74,376.17,88,66,3,XigniteRealTime,http://www.xignite.com/xrealtime.asmx?wsdl
206,483.25,92,4.9,77,23.8,78,83,415.25,91,66,3,ExchangeRates,http://webservices.lb.lt/ExchangeRates/ExchangeRates.asmx?wsdl
207,373.53,100,8.1,89,27.7,78,74,373.38,61,65,3,XigniteExchanges,http://www.xignite.com/xExchanges.asmx?wsdl
208,151.33,63,18.1,38,82.6,89,91,151.0,2,65,3,BlogBrowserService,http://service.flamelab.de/BlogBrowser/soap/blogbrowser.wsdl
209,384.67,100,9.1,88,49.6,100,84,383.67,4,65,3,calculateplus,http://web3.giti.nectec.or.th/webserv/calculateplus.asmx?wsdl
210,431.46,95,1.6,85,23.1,78,74,425.73,96,65,3,XigniteFundData,http://www.xignite.com/xfunddata.asmx?wsdl
211,234.5,86,13.3,43,70.3,67,84,162.0,40,65,3,SearchService,http://www.francisshanahan.com/searchservice.asmx?wsdl
212,150.87,70,5.5,62,77.9,89,84,113.12,13,65,3,Calculator,http://www.dneonline.com/calculator.asmx?wsdl
213,946.45,99,0.7,94,12.6,78,79,500.25,95,65,3,XigniteChart,http://www.xignite.com/xChart.asmx?wsdl
214,258.5,100,10.2,92,24.8,78,77,251.5,36,64,3,V30,http://cpdirect.centerpost.com/V30.wsdl
215,197.5,86,6.0,71,68.5,89,84,136.5,7,64,3,AuriaInterfaceService,http://www.thejewellerychannel.tv/AuriaInterfaceService.asmx?wsdl
216,150.0,72,18.9,29,77.0,78,95,141.5,4,64,3,marketService,http://www.pjm.com/etools/downloads/emkt/pjm_emkt.wsdl
217,298.0,83,15.7,50,76.3,89,82,278.0,11,64,3,BisqwitAjaxSoapDemoService,http://bisqwit.iki.fi/jutut/kuvat/ajaxsoapdemo/demo.wsdl
218,232.0,100,0.6,78,56.5,78,84,202.75,36,64,3,BibleWebservice,http://www.webservicex.com/BibleWebservice.asmx?wsdl
219,431.0,83,19.8,50,81.6,89,75,430.0,7,64,3,WSMambo,http://www.aduana.gov.py/mbadu/wservices/wsmambo.php?wsdl
220,393.0,100,8.3,86,45.6,100,84,392.5,7,64,3,Service1,http://www.rcithailand.com/WebService1/Service1.asmx?wsdl
221,190.5,86,12.4,71,54.0,89,80,188.5,8,64,3,WeatherService,http://asyncpostback.com/WeatherService.asmx?wsdl
222,742.0,100,7.4,67,67.4,78,84,677.0,36,64,3,BarCode,http://www.webservicex.com/barcode.asmx?wsdl
223,307.0,100,5.6,89,44.9,100,80,212.5,7,64,3,dic2,http://www.closerfar.com/dic2.asmx?wsdl
224,104.34,64,4.6,50,82.1,100,80,101.67,3,64,3,WS4lsqlService,http://slashdemocracy.org/links/ws4gotze.wsdl
225,1292.0,100,9.3,67,65.0,78,84,1249.0,36,64,3,ValidateEmail,http://www.webservicex.com/ValidateEmail.asmx?wsdl
226,1722.0,73,3.7,71,61.9,89,91,1526.5,63,64,3,GetNodes,http://www-iepm.slac.stanford.edu/tools/soap/wsdl/get_nodes.wsdl
227,544.0,100,4.7,67,70.5,78,80,492.0,40,64,3,StockQuotes,http://www.swanandmokashi.com/HomePage/WebServices/StockQuotes.asmx?wsdl
228,276.5,86,10.5,71,65.3,89,84,176.5,2,64,3,ContentService,http://www.webgensol.com/ContentService.asmx?wsdl
229,1308.0,100,6.3,67,67.0,78,84,1307.0,41,64,3,SendSMS,http://www.webservicex.com/SendSMS.asmx?wsdl
230,391.8,98,2.8,52,80.9,89,80,388.0,35,63,3,Photo_x0020_Catalog_x0020_Tag_x0020_Service,http://www.langlo.no/PhotoTagService.asmx?wsdl
231,198.5,78,8.1,67,66.3,89,84,137.75,7,63,3,SetBoxPoses,http://www.ictjobmatch.nl/SetBoxPoses.asmx?wsdl
232,117.25,100,0.8,78,70.9,78,65,115.5,4,63,3,DeadOrAlive,http://www.abundanttech.com/WebServices/DeadOrAlive/DeadOrAlive.asmx?wsdl
233,2874.5,75,0.3,78,45.7,78,84,2874.425,96,63,3,MortgageIndex,http://www.webservicex.net/MortgageIndex.asmx?wsdl
234,176.56,52,1.1,49,75.3,67,79,137.72,86,63,3,ws,http://www.selfsurveys.com/ws.asmx?wsdl
235,1044.0,100,7.1,67,60.9,78,84,991.0,40,63,3,RSStoHTML,http://www.webservicex.com/RssToHTML.asmx?wsdl
236,164.75,79,1.7,44,66.8,67,84,65.75,39,63,3,QueryDeathIndex,http://ws.cdyne.com/DeathIndex/QueryDeathIndex.asmx?wsdl
237,170.33,53,1.0,27,63.8,89,72,83.33,85,63,3,Proximity,http://arcweb.esri.com/services/v2/Proximity.wsdl
238,516.75,100,0.5,78,63.8,78,87,501.5,34,63,3,NAICS,http://www.webservicex.com/NAICS.asmx?wsdl
239,183.5,86,13.3,43,75.4,67,84,105.5,3,63,3,DNS,http://dotnetslackers.com/DNS.asmx?wsdl
240,227.57,63,6.6,57,61.9,89,87,131.88,33,63,3,QuizService,http://csharp.hlrs.de/eAssessmentQuiz/QuizService.asmx?wsdl
241,197.0,80,0.9,56,66.1,78,80,106.5,40,62,3,BusinessNews,http://glkev.webs.innerhost.com/glkev_ws/businessnews.asmx?wsdl
242,329.0,100,4.6,67,50.3,78,84,327.0,37,62,3,CommuneInfoService,http://www.supplychainserver.com/webservices/CommuneInfoservice.asmx?wsdl
243,7170.79,85,0.6,89,32.0,78,77,7170.43,89,62,3,MoralPolitics,http://www.moral-politics.com/xPolitics.asmx?wsdl
244,236.3,62,1.7,40,56.4,67,84,150.8,96,62,3,TheHolyBible,http://www.francisshanahan.com/TheHolyBible.asmx?wsdl
245,593.17,64,5.2,59,70.2,89,77,536.17,61,62,3,SendService,http://www.esendex.com/secure/messenger/soap/SendService.asmx?wsdl
246,79.28,44,4.0,25,84.1,89,89,76.14,9,62,3,WMLS,http://www.witsml.org/schemas/120/WMLS.WSDL
247,333.0,84,10.6,50,78.0,89,80,331.0,11,62,3,ExecutablePackage,http://www.l3s.de/~olmedilla/students/2006/ExecutablePackage.wsdl
248,3103.0,100,5.3,67,64.3,78,87,3103.0,33,62,3,SendSMSWorld,http://www.webservicex.com/sendsmsworld.asmx?wsdl
249,724.0,92,0.9,75,31.6,89,58,464.57,88,61,3,MFundsService,http://www.spk.gov.tr/webservices/MutualFundsPortfolioValues/MFundsService.wsdl
250,795.42,88,2.6,76,19.3,78,77,353.17,87,61,3,XigniteMaster,http://www.xignite.com/xMaster.asmx?wsdl
251,278.5,86,8.0,71,66.3,89,80,263.0,2,61,3,XILOUtility,https://www.webservicecentral.com/webservices/XILOServices/XILOUtility.wsdl
252,579.0,100,0.6,78,55.2,78,80,578.0,42,61,3,USZip,http://www.webservicex.com/uszip.asmx?wsdl
253,197.75,100,0.5,78,60.7,78,84,197.25,8,61,3,FinanceService,http://www.webservicex.com/FinanceService.asmx?wsdl
254,392.0,83,15.8,50,69.7,78,89,390.0,6,61,3,iifws,http://inkostar.com/wsdl/iifws/iifws.WSDL
255,111.0,84,4.1,50,64.6,78,84,110.0,5,61,3,Ip2LocationWebService,http://ws.ip2location.com/ws.ip2location.com_non_ssl/ip2locationwebservice.asmx?wsdl
256,14142.67,90,0.6,62,46.2,78,80,14028.0,87,61,3,MediCareSupplier,http://www.webservicex.net/medicareSupplier.asmx?wsdl
257,1037.33,100,2.0,75,59.2,78,84,1004.0,35,61,3,ABA,http://www.webservicex.com/aba.asmx?wsdl
258,460.47,100,4.9,92,36.2,78,69,337.58,33,61,3,XigniteEdgar,http://www.xignite.com/xEdgar.asmx?wsdl
259,1463.5,100,2.4,71,53.5,78,84,1410.5,42,61,3,GlobalWeather,http://www.webservicex.com/globalweather.asmx?wsdl
260,677.69,100,0.8,64,22.5,78,74,448.26,87,61,3,RealTimeQuotes,http://preview.xignite.com/xrealtime.asmx?wsdl
261,133.0,83,1.4,50,64.7,89,82,123.0,10,60,4,PhoneService,http://teleauth.com/phone/service.wsdl
262,396.0,86,10.6,71,60.2,89,80,387.0,1,60,4,countries,http://www.destinationrussia.com/countries.asmx?wsdl
263,1075.5,100,2.2,71,58.7,78,84,1057.0,35,60,4,UDDIBusinessFinder,http://www.webservicex.com/UDDIBusinessFinder.asmx?wsdl
264,218.6,100,5.5,70,42.5,78,87,183.4,8,60,4,AgenteelCodigoPostalService,http://agenteel.net/wsdl/AgenteelCPL.wsdl
265,182.68,54,5.5,49,41.0,67,75,151.71,90,60,4,CyberWebNW2,http://www.floricolturalari.com/cyberWeb.asmx?wsdl
266,193.69,54,6.4,49,35.3,67,75,159.6,94,60,4,CyberWebNW2,http://www.nadirmood.com/cyberWeb.asmx?wsdl
267,200.33,63,10.6,50,74.7,100,69,196.33,9,60,4,RetsinfoService,http://rep.oio.dk/retsinfo.dk/xml/wsdl/2005/08/04/Retsinfo_resolved.wsdl
268,242.75,78,7.1,44,58.0,67,84,124.0,38,60,4,InstantOrder,http://www.personalrobotllc.com/InstantOrder.asmx?wsdl
269,450.5,86,7.9,71,54.3,89,80,378.5,12,60,4,LocationService,http://www.thelockup.com/LocationService.asmx?wsdl
270,23365.0,99,0.9,67,63.3,78,84,23341.0,41,60,4,Braille,http://www.webservicex.net/braille.asmx?wsdl
271,784.0,100,7.2,78,44.8,78,89,769.5,10,59,4,WikiWebService,http://fox.wikis.com/wikiwebservice.wsdl
272,693.0,86,5.2,71,57.1,100,84,447.0,5,59,4,DailyDilbert,http://www.esynaps.com/WebServices/DailyDiblert.asmx?wsdl
273,132.13,85,3.0,62,45.9,78,83,131.25,12,59,4,WSLahiTVImageService,http://130.188.225.9:8080/axis/imagewb.wsdl
274,1903.0,64,3.6,38,82.3,89,75,1899.33,67,59,4,GeoCode_Service,http://geocoder.us/dist/eg/clients/GeoCoder.wsdl
275,2997.65,73,0.4,43,54.5,78,84,2997.65,92,59,4,AustralianPostCode,http://www.webservicex.com/AustralianPostCode.asmx?wsdl
276,2997.65,73,0.4,43,54.5,78,84,2997.65,92,59,4,AustralianPostCode,http://www.webservicex.com/AustralianPostCode.asmx?WSDL
277,424.0,60,4.8,57,19.4,89,74,335.44,93,59,4,ContactService,http://www.fmnsoft.com/ContactService.asmx?wsdl
278,308.0,100,5.8,67,52.5,78,84,308.0,4,59,4,BNPriceWS,http://www.abundanttech.com/WebServices/bnprice/bnprice.asmx?wsdl
279,1438.75,100,0.7,78,39.8,78,84,1348.5,40,59,4,periodictable,http://www.webservicex.com/periodictable.asmx?wsdl
280,298.0,78,5.9,67,48.3,89,84,144.75,4,58,4,WebServices,http://www.globenetsolution.com/WebServices.asmx?wsdl
281,340.0,87,1.4,57,57.2,78,80,286.0,38,58,4,CupScores,http://scores.serviceobjects.com/CupScores.asmx?wsdl
282,213.67,63,4.6,25,82.0,78,89,213.0,36,58,4,OrderFulfillmentService,http://api.echo.nasa.gov/echo/wsdl/OrderFulfillmentInterface.wsdl
283,77.56,17,9.2,13,92.0,100,72,76.8,2,58,4,XOA,http://xoa.xpedite.com/2004/11/xoa/XOA.wsdl
284,224.5,72,10.8,43,74.5,89,72,216.5,3,58,4,RenderServiceSoap,http://www.isharemaps.com/on_demand/v2_1/renderservice.php?wsdl
285,529.0,100,2.9,90,19.9,78,69,433.5,39,58,4,XigniteInvestorRelations,http://www.xignite.com/xInvestorRelations.asmx?wsdl
286,514.7,80,2.7,67,42.6,78,84,210.7,36,58,4,country,http://www.webservicex.com/country.asmx?wsdl
287,2396.0,100,0.2,67,54.0,78,84,2393.0,32,57,4,CurrencyConvertor,http://www.webservicex.com/CurrencyConvertor.asmx?wsdl
288,530.25,56,4.0,44,36.6,100,89,515.5,63,57,4,Authentication,https://www.arcwebservices.com/services/v2006/Authentication.wsdl
289,164.43,66,2.1,58,63.6,89,75,157.86,12,57,4,OnlineDataProvider,http://www.patria.cz/onlinedataprovider.asmx?wsdl
290,751.0,83,6.8,50,79.3,78,91,728.0,2,57,4,SMSWS,http://smsinter.sina.com.cn/ws/smswebservice0101.wsdl
291,259.5,78,7.4,67,38.4,89,84,256.0,4,57,4,HashClass,http://www.bs-byg.dk/hashclass.asmx?wsdl
292,291.07,25,5.2,19,53.6,89,84,238.19,95,57,4,SendMessages,http://www.sms.mio.it/webservices/sendmessages.asmx?wsdl
293,274.0,86,5.6,57,48.6,78,87,155.5,1,56,4,Puki,http://www.barnaland.is/dev/puki.asmx?wsdl
294,3316.2,89,0.2,50,62.2,78,84,465.04,40,56,4,CurrencyConvertor,http://www.webservicex.net/CurrencyConvertor.asmx?wsdl
295,226.42,65,3.4,47,50.6,67,91,124.21,34,56,4,Directory,http://ws.xwebservices.com/XWebACHDirectory/V1/XWebACHDirectory.wsdl
296,25921.0,97,0.8,50,66.9,78,84,25921.0,32,56,4,fax,http://www.webservicex.com/fax.asmx?wsdl
297,281.07,68,2.0,51,8.7,78,82,250.73,87,56,4,StockQuotes,http://www.gama-system.com/webservices/stockquotes.asmx?wsdl
298,248.67,88,1.4,62,50.8,78,83,198.0,9,56,4,PopulationWS,http://www.abundanttech.com/WebServices/Population/population.asmx?wsdl
299,3112.66,99,2.6,75,50.5,78,89,3077.33,6,56,4,tbapi,http://www.lokasoft.nl/uk/tbapi.wsdl
300,452.37,100,1.5,99,7.8,100,72,436.67,9,56,4,eBayAPIInterfaceService,http://developer.ebay.com/webservices/393/ebaySvc.wsdl
301,4471.33,65,0.8,50,39.8,100,84,4469.0,64,56,4,TMorse,http://www.regomnet.de/morse.asmx?wsdl
302,3051.5,86,2.8,71,65.2,89,80,3048.0,2,55,4,WebServicef,http://www.qqhrgg.com/WebServicef.asmx?wsdl
303,787.21,52,1.7,42,22.5,89,80,231.07,93,55,4,ZipCode,http://www.ripedev.com/webservices/ZipCode.asmx?wsdl
304,656.0,56,6.4,33,40.9,89,89,650.5,62,55,4,ApniUrdu,http://apniurdu.com/SOAP/Urdu2.wsdl
305,2049.5,63,0.4,38,50.7,89,91,2049.4,66,55,4,compoundsearch_Service,http://cheminfo.informatics.indiana.edu/cicc/services/GnovaSearch.wsdl
306,326.56,84,6.2,77,15.9,89,89,303.92,5,55,4,GusbrcrzService,http://staff.vbi.vt.edu/pathport/services/wsdls/gusbrcrz.wsdl
307,176.0,56,8.0,33,56.7,89,91,172.0,7,55,4,CalPrzService,http://hjnobrega.no.sapo.pt/CalPrz.wsdl
308,1677.93,97,2.5,50,18.6,100,87,1675.16,38,55,4,WebPlaceService,http://www.foodcandy.com/WebPlaceService.asmx?wsdl
309,720.73,100,1.6,97,5.9,89,89,703.42,5,55,4,EFSnet2,https://testefsnet.concordebiz.com/efsnet2.wsdl
310,279.0,70,2.8,46,43.9,67,84,122.0,38,55,4,ZipCodes,http://www.jasongaylord.com/webservices/zipcodes.asmx?wsdl
311,409.33,49,1.8,27,41.4,89,72,401.5,96,55,4,ndfdXML,http://www.weather.gov/mdl/XML/Ccode_test/DWMLgen/wsdl/ndfdXML.wsdl
312,197.5,79,2.7,56,50.5,78,80,159.25,5,55,4,Interpretenliste,http://www.jukebox.ch/Interpretenliste.asmx?wsdl
313,630.93,27,0.5,19,57.3,100,82,220.5,89,55,4,CaribbeanT,http://www.regomnet.de/CaribbeanT.asmx?wsdl
314,2814.76,73,1.2,46,29.4,67,84,2231.38,89,54,4,Xiaobao,http://www.wustnews.com/Xiaobao.asmx?wsdl
315,436.5,86,4.5,57,43.2,78,84,312.5,12,54,4,SMS,http://www.barnaland.is/dev/sms.asmx?wsdl
316,241.98,56,3.5,50,62.6,78,77,105.34,10,54,4,IV_WS,http://www.gami1986.com/IV_WS.asmx?wsdl
317,428.5,86,4.8,57,43.3,78,80,285.5,10,54,4,PersonLookup,http://www.barnaland.is/dev/personlookup.asmx?wsdl
318,244.66,68,1.4,64,66.6,78,66,205.33,10,53,4,DigirwsService,http://nbii.ornl.gov/ws/services/DiGIR?wsdl
319,203.0,66,1.1,38,45.6,89,89,120.67,10,53,4,SQLDataSoap,http://soapclient.com/xml/SQLDataSoap.wsdl
320,557.0,100,4.8,94,11.2,89,58,322.37,5,53,4,SearchDatabaseService,http://www.alcona.org/SearchDatabaseService.asmx?wsdl
321,422.33,63,8.4,38,50.1,89,93,418.0,9,53,4,intBankValSOAP,http://www.unifiedsoftware.co.uk/BankValinternationalall.wsdl
322,141.66,26,9.2,10,87.6,78,86,135.33,12,53,4,ChangeEvents,http://www.plcs.org/plcs_ws/ws/wsdl/ChangeEvents.wsdl
323,85.3,19,5.1,7,90.7,78,79,78.91,2,53,4,AmazonSearchService,http://soap.amazon.com/schemas2/AmazonWebServices.wsdl
324,1389.5,72,3.7,43,51.4,78,84,1221.0,38,53,4,GetCustomNews,http://www.xmlme.com/WSCustNews.asmx?wsdl
325,343.66,88,3.0,50,46.0,78,80,226.33,6,53,4,SearchService,http://sirius.bn.pt/sirius/sirius2.exe/SearchService.wsdl
326,2794.0,83,0.7,50,72.9,78,91,2784.0,3,52,4,Translator,http://62.58.16.230/TIETranslator/Translator.wsdl
327,1161.4,90,4.7,70,45.2,78,69,1145.4,9,52,4,Schedule,http://webservices.aeroflot.ru/flightSearch.wsdl
328,239.38,63,8.0,57,19.1,89,80,181.94,12,52,4,Service,http://www.measuresoft.net/XMLDaSampleServer/Service.asmx?wsdl
329,476.29,53,2.8,47,9.0,78,74,440.74,94,52,4,XigniteCalendar,http://preview.xignite.com/xCalendar.asmx?wsdl
330,1221.75,77,3.4,67,43.8,89,80,1220.75,6,52,4,AutoWebService,http://www.vietnamofficeexpress.com/AutoWebService.asmx?wsdl
331,370.71,60,4.2,51,64.1,78,77,221.98,7,52,4,ListProvider,http://www.momjunction.com/ListProvider.asmx?wsdl
332,330.0,72,12.1,29,55.7,78,77,328.0,2,52,4,TWSFissionDotNet,http://www.sidespace.com/ws/fission/fissiondotnet.php?wsdl
333,464.0,86,3.1,57,43.2,78,80,302.0,2,51,4,Phonebook,http://www.barnaland.is/dev/phonebook.asmx?wsdl
334,316.5,72,5.6,43,55.5,89,62,312.0,9,51,4,Service2,http://www.sxwmrs.com/Service_GetReports.asmx?wsdl
335,456.75,71,4.3,62,30.3,89,84,432.5,4,51,4,InsoamWeb,http://www.insoam.com/InsoamWeb.asmx?wsdl
336,4054.12,76,0.3,62,51.1,78,62,410.09,32,51,4,BioMedDictWebSvc,http://dictws.no-ip.info/webservices/biomeddict.asmx?wsdl
337,397.0,56,7.8,44,43.7,89,84,380.75,8,51,4,NoteableEventsContent,http://www.note88.com/NoteableEventsContent.asmx?wsdl
338,124.15,31,2.8,11,83.6,78,89,121.15,4,50,4,PeopleService,http://www.projectliberty.org/liberty/content/download/358/2587/file/liberty-idwsf-people-service-v1.0.wsdl
339,127.0,43,1.4,26,26.1,89,78,122.79,36,50,4,csdb2_server,http://www.glyco.ac.ru/bcsdb/help/bcsdb.wsdl
340,326.16,74,2.3,45,49.4,67,83,171.83,2,49,4,FindPeopleFree,http://www.findpeoplefree.co.uk/findpeoplefree.asmx?wsdl
341,2049.11,95,1.0,66,9.4,100,77,1417.34,4,49,4,iLON100,http://www.pegel-mainz.de/WSDL/iLON100.WSDL
342,237.0,53,2.1,30,64.7,78,84,228.0,8,49,4,Test,http://www.soaphub.org/wspolicy/Round3.wsdl
343,451.12,65,2.2,57,22.2,89,83,423.56,10,48,4,service,https://www.localfsbonetwork.com/service.asmx?wsdl
344,424.54,59,4.3,51,11.9,78,80,381.27,34,48,4,emSoapService,https://www.emsoap.net/smsservice.asmx?wsdl
345,582.36,28,1.1,16,22.1,89,69,181.86,88,47,4,MapImage,http://arcweb.esri.com/services/v2/MapImage.wsdl
346,450.25,56,6.0,33,40.2,78,88,440.5,7,47,4,SyndicationService,http://www.douglasp.com/SyndicationService.asmx?wsdl
347,551.42,31,4.6,18,73.1,78,91,539.42,9,45,4,BaseTypesInteropTests,http://www.whitemesa.net/wsdl/Round5BaseTypes.wsdl
348,1126.25,67,3.5,33,59.4,78,72,1107.0,1,45,4,SaelService,http://www.xspan.org/interfaces/sael.wsdl
349,1075.67,46,4.1,27,36.2,89,93,1069.5,10,44,4,BankValSOAP,http://www.unifiedservices.co.uk/BankValukall.wsdl
350,14910.0,56,0.5,30,59.1,89,75,14906.8,8,44,4,VWSoapInteropServiceR2GroupB,http://www.cincomsmalltalk.com:8080/CincomSmalltalkWiki/DOWNLOAD/WebServices/vwInteropR2GroupB.wsdl
351,2612.23,56,2.4,23,37.1,78,80,2576.0,33,44,4,MarketData,http://www.webservicex.net/RealTimeMarketData.asmx?wsdl
352,762.23,54,4.2,15,17.2,89,84,726.59,32,43,4,WSMetalMaker,http://metalmaker.net/metalmaker.asmx?wsdl
353,313.11,20,6.0,10,19.0,88,66,312.82,57,42,4,BPEL4PeopleService,http://xml.taid.holmes.at/ns/bpel4people/client.wsdl
354,529.55,21,6.0,12,18.9,78,74,522.05,58,41,4,OnlineMessenger,http://www.nims.nl/soap/oms.wsdl
355,393.57,45,2.0,25,33.4,89,75,375.43,1,40,4,ESVService,http://www.gnpcb.org/esv/share/soap/index.php?wsdl
356,194.73,26,4.3,10,30.8,78,82,192.2,7,39,4,PingdomAPI,https://ws.pingdom.com/soap/PingdomAPI.wsdl
357,593.94,24,0.1,9,66.2,78,91,559.69,3,39,4,ActivityService,http://www.springermiller.com/HTNG/SGI/Activity.wsdl
358,2987.9,56,0.2,17,38.8,78,82,2987.9,8,39,4,EsfingeService,http://acdc.linguateca.pt/Esfinge/EsfingeWS.wsdl
359,274.5,37,1.0,18,24.8,89,69,257.5,6,38,4,BINDService,http://seqhound.blueprint.org/wsdl/bind.wsdl
360,502.0,24,3.4,9,21.8,78,85,499.28,12,35,4,sss_spreadshop_servicesService,http://www.spreadshirt.net/services.php?wsdl
361,256.31,14,1.0,10,13.0,100,75,237.62,1,34,4,BFServiceV2,https://api.betfair.com/betex-api-public-ws/v2/BFService.wsdl
362,6962.85,28,0.5,21,30.0,78,69,6915.08,5,32,4,SKOSThesaurusService,http://nbii-thesaurus.ornl.gov/ws/services/SKOSThesaurusService?wsdl
363,1680.16,16,2.0,7,12.5,89,72,1667.22,11,30,4,sugarsoap,http://axonsolutions.com.au/sugarcrm/SugarSuite-3.5.1/soap.php?wsdl
